,,taxon_name,ref_id,sh_id,rep,kingdom,phylum,class,order,family,genus,species,taxon_name_sh,primary_lifestyle,secondary_lifestyle,decay_type,growth_form,,,,
442,931,Bionectria_kowhai,AF358250,SH1693199.09FU,refs_singleton,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Bionectria,Bionectria_kowhai,Bionectria_kowhai_SH1693199.09FU,wood_saprotroph,plant_pathogen,wood,leaf/fruit/seed,fungal_material,animal_material,filamentous_mycelium,
443,932,Betamyces_sp,UDB0461123,SH0903500.09FU,reps,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Alphamycetaceae,Betamyces,Betamyces_sp,Betamyces_sp_SH0903500.09FU,pollen_saprotroph,NA,pollen,zoosporic-rhizomycelial_(chytrid-like),,,,
444,937,Ascomycota_sp,MK406814,SH1177130.09FU,reps,Fungi,Ascomycota,Ascomycota_cls_Incertae_sedis,Ascomycota_ord_Incertae_sedis,Ascomycota_fam_Incertae_sedis,Ascomycota_gen_Incertae_sedis,Ascomycota_sp,Ascomycota_sp_SH1177130.09FU,NA,NA,NA,NA,,,,
445,938,Articulospora_sp,UDB01319676,SH0961015.09FU,reps,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Articulospora,Articulospora_sp,Articulospora_sp_SH0961015.09FU,litter_saprotroph,NA,leaf/fruit/seed,filamentous_mycelium,,,,
446,939,Arthrobotrys_conoides,MH855840,SH1231404.09FU,refs,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Arthrobotrys,Arthrobotrys_conoides,Arthrobotrys_conoides_SH1231404.09FU,wood_saprotroph,wood_saprotroph,wood,leaf/fruit/seed,soil,animal_material,filamentous_mycelium,
447,944,Agaricomycetes_sp,UDB0939630,SH1168040.09FU,reps,Fungi,Basidiomycota,Agaricomycetes,Agaricomycetes_ord_Incertae_sedis,Agaricomycetes_fam_Incertae_sedis,Agaricomycetes_gen_Incertae_sedis,Agaricomycetes_sp,Agaricomycetes_sp_SH1168040.09FU,NA,NA,NA,NA,,,,
448,945,Agaricomycetes_sp,UDB0515161,SH1014179.09FU,reps,Fungi,Basidiomycota,Agaricomycetes,Agaricomycetes_ord_Incertae_sedis,Agaricomycetes_fam_Incertae_sedis,Agaricomycetes_gen_Incertae_sedis,Agaricomycetes_sp,Agaricomycetes_sp_SH1014179.09FU,NA,NA,NA,NA,,,,
449,946,Agaricales_sp,UDB05241666,SH0948309.09FU,reps,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricales_fam_Incertae_sedis,Agaricales_gen_Incertae_sedis,Agaricales_sp,Agaricales_sp_SH0948309.09FU,NA,NA,NA,NA,,,,
450,947,Acrocalymma_pterocarpi,MK347732,SH0989073.09FU,refs,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Acrocalymmaceae,Acrocalymma,Acrocalymma_pterocarpi,Acrocalymma_pterocarpi_SH0989073.09FU,wood_saprotroph,NA,wood,filamentous_mycelium,,,,
451,948,Iodophanus_carneus,UDB02163940,SH0898371.09FU,reps,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Iodophanus,Iodophanus_carneus,Iodophanus_carneus_SH0898371.09FU,soil_saprotroph,dung_saprotroph,soil,dung,burnt_material,filamentous_mycelium,,
452,949,Mortierella_sp,UDB04906355,SH1249574.09FU,reps,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella_sp,Mortierella_sp_SH1249574.09FU,soil_saprotroph,root-associated,roots,soil,filamentous_mycelium,,,
453,950,Panaeolina_foenisecii,UDB015423,SH1785536.09FU,refs,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricales_fam_Incertae_sedis,Panaeolina,Panaeolina_foenisecii,Panaeolina_foenisecii_SH1785536.09FU,soil_saprotroph,NA,soil,filamentous_mycelium,,,,
454,951,Metacordyceps_chlamydosporia,MH400792,SH1111188.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Metacordyceps,Metacordyceps_chlamydosporia,Metacordyceps_chlamydosporia_SH1111188.09FU,animal_decomposer,animal_decomposer,animal_material,filamentous_mycelium,,,,
455,952,Trichoderma_turrialbense,EU330945,SH0961471.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma_turrialbense,Trichoderma_turrialbense_SH0961471.09FU,mycoparasite,foliar_endophyte,leaf/fruit/seed,soil,fungal_material,filamentous_mycelium,,
456,953,Trichoderma_peberdyi,MK714906,SH2612111.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma_peberdyi,Trichoderma_peberdyi_SH2612111.09FU,mycoparasite,foliar_endophyte,leaf/fruit/seed,soil,fungal_material,filamentous_mycelium,,
457,954,Spizellomycetales_sp,UDB07392385,SH1196788.09FU,reps,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetales_fam_Incertae_sedis,Spizellomycetales_gen_Incertae_sedis,Spizellomycetales_sp,Spizellomycetales_sp_SH1196788.09FU,NA,NA,NA,NA,,,,
458,955,Spizellomycetales_sp,UDB07385803,SH1100104.09FU,reps,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetales_fam_Incertae_sedis,Spizellomycetales_gen_Incertae_sedis,Spizellomycetales_sp,Spizellomycetales_sp_SH1100104.09FU,NA,NA,NA,NA,,,,
459,956,Sordariales_sp,UDB07326979,SH0881436.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Sordariales,Sordariales_fam_Incertae_sedis,Sordariales_gen_Incertae_sedis,Sordariales_sp,Sordariales_sp_SH0881436.09FU,NA,NA,NA,NA,,,,
460,957,Pyronemataceae_sp,UDB046345,SH0941637.09FU,reps,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Pyronemataceae_gen_Incertae_sedis,Pyronemataceae_sp,Pyronemataceae_sp_SH0941637.09FU,NA,NA,NA,NA,,,,
461,958,Iodophanus_sp,UDB02165815,SH0898373.09FU,reps,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Iodophanus,Iodophanus_sp,Iodophanus_sp_SH0898373.09FU,soil_saprotroph,dung_saprotroph,soil,dung,burnt_material,filamentous_mycelium,,
462,959,Fungi_sp,UDB05722473,SH1203053.09FU,reps,Fungi,Fungi_phy_Incertae_sedis,Fungi_cls_Incertae_sedis,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp,Fungi_sp_SH1203053.09FU,NA,NA,NA,NA,,,,
463,964,Basidiomycota_sp,UDB01503677,SH1113954.09FU,reps,Fungi,Basidiomycota,Basidiomycota_cls_Incertae_sedis,Basidiomycota_ord_Incertae_sedis,Basidiomycota_fam_Incertae_sedis,Basidiomycota_gen_Incertae_sedis,Basidiomycota_sp,Basidiomycota_sp_SH1113954.09FU,NA,NA,NA,NA,,,,
464,965,Ascomycota_sp,UDB01394183,SH0954487.09FU,reps,Fungi,Ascomycota,Ascomycota_cls_Incertae_sedis,Ascomycota_ord_Incertae_sedis,Ascomycota_fam_Incertae_sedis,Ascomycota_gen_Incertae_sedis,Ascomycota_sp,Ascomycota_sp_SH0954487.09FU,NA,NA,NA,NA,,,,
465,968,Vishniacozyma_globispora,AF444407,SH0999928.09FU,refs,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,Vishniacozyma_globispora,Vishniacozyma_globispora_SH0999928.09FU,soil_saprotroph,NA,soil,yeast,,,,
466,970,Trichoderma_virens,AF328552,SH2616631.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma_virens,Trichoderma_virens_SH2616631.09FU,mycoparasite,foliar_endophyte,leaf/fruit/seed,soil,fungal_material,filamentous_mycelium,,
467,971,Trichoderma_velutinum,KC171337,SH2612698.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma_velutinum,Trichoderma_velutinum_SH2612698.09FU,mycoparasite,foliar_endophyte,leaf/fruit/seed,soil,fungal_material,filamentous_mycelium,,
468,972,Tremellomycetes_sp,UDB041322,SH1331862.09FU,reps,Fungi,Basidiomycota,Tremellomycetes,Tremellomycetes_ord_Incertae_sedis,Tremellomycetes_fam_Incertae_sedis,Tremellomycetes_gen_Incertae_sedis,Tremellomycetes_sp,Tremellomycetes_sp_SH1331862.09FU,NA,NA,NA,NA,,,,
469,975,Talaromyces_ucrainicus,JN899394,SH0906896.09FU,refs,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Talaromyces,Talaromyces_ucrainicus,Talaromyces_ucrainicus_SH0906896.09FU,unspecified_saprotroph,NA,leaf/fruit/seed,soil,animal_material,filamentous_mycelium,,
470,977,Spizellomycetales_sp,UDB07390951,SH1199677.09FU,reps,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetales_fam_Incertae_sedis,Spizellomycetales_gen_Incertae_sedis,Spizellomycetales_sp,Spizellomycetales_sp_SH1199677.09FU,NA,NA,NA,NA,,,,
471,983,Ramicandelaber_sp,UDB06292323,SH1119217.09FU,reps,Fungi,Kickxellomycota,Ramicandelaberomycetes,Ramicandelaberales,Ramicandelaberaceae,Ramicandelaber,Ramicandelaber_sp,Ramicandelaber_sp_SH1119217.09FU,soil_saprotroph,NA,soil,filamentous_mycelium,,,,
472,986,Pleosporales_sp,UDB0402822,SH0976505.09FU,reps,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporales_fam_Incertae_sedis,Pleosporales_gen_Incertae_sedis,Pleosporales_sp,Pleosporales_sp_SH0976505.09FU,NA,NA,NA,NA,,,,
473,987,Pezizales_sp,KU325002,SH0919370.09FU,reps,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizales_fam_Incertae_sedis,Pezizales_gen_Incertae_sedis,Pezizales_sp,Pezizales_sp_SH0919370.09FU,NA,NA,NA,NA,,,,
474,991,Neosetophoma_rosigena,MG828928,SH1092041.09FU,refs,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Neosetophoma,Neosetophoma_rosigena,Neosetophoma_rosigena_SH1092041.09FU,litter_saprotroph,foliar_endophyte,leaf/fruit/seed,filamentous_mycelium,,,,
475,993,Myrothecium_sp,UDB01839365,SH1076309.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Myrothecium,Myrothecium_sp,Myrothecium_sp_SH1076309.09FU,litter_saprotroph,NA,leaf/fruit/seed,filamentous_mycelium,,,,
476,994,Mucor_hiemalis,UDB04966420,SH1270676.09FU,reps,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,Mucor_hiemalis,Mucor_hiemalis_SH1270676.09FU,soil_saprotroph,NA,soil,filamentous_mycelium,,,,
477,996,Microdominikia_sp,UDB04189970,SH0993316.09FU,reps,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Microdominikia,Microdominikia_sp,Microdominikia_sp_SH0993316.09FU,arbuscular_mycorrhizal,root-associated,NA,filamentous_mycelium,,,,
478,997,Metacordyceps_chlamydosporia,AY555965,SH1111254.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Metacordyceps,Metacordyceps_chlamydosporia,Metacordyceps_chlamydosporia_SH1111254.09FU,animal_decomposer,animal_decomposer,animal_material,filamentous_mycelium,,,,
479,998,Marasmiaceae_sp,UDB03234140,SH1232979.09FU,reps,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Marasmiaceae_gen_Incertae_sedis,Marasmiaceae_sp,Marasmiaceae_sp_SH1232979.09FU,NA,NA,NA,NA,,,,
480,1000,Lipomyces_tetrasporus,AB760304,SH0996224.09FU,reps,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Lipomycetaceae,Lipomyces,Lipomyces_tetrasporus,Lipomyces_tetrasporus_SH0996224.09FU,nectar/tap_saprotroph,NA,sugar-rich_substrates,yeast,,,,
481,1001,Linnemannia_hyalina,HQ630355,SH0894516.09FU,refs,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Linnemannia,Linnemannia_hyalina,Linnemannia_hyalina_SH0894516.09FU,NA,NA,NA,NA,,,,
482,1002,Lectera_nordwiniana,MK047461,SH1694896.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Lectera,Lectera_nordwiniana,Lectera_nordwiniana_SH1694896.09FU,plant_pathogen,NA,NA,filamentous_mycelium,,,,
483,1004,Glomeraceae_sp,UDB03136212,SH0882754.09FU,reps,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomeraceae_gen_Incertae_sedis,Glomeraceae_sp,Glomeraceae_sp_SH0882754.09FU,arbuscular_mycorrhizal,NA,NA,NA,,,,
484,1005,Geomyces_sp,UDB0608731,SH0956298.09FU,reps,Fungi,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Geomyces,Geomyces_sp,Geomyces_sp_SH0956298.09FU,soil_saprotroph,NA,soil,filamentous_mycelium,,,,
485,1006,Fuscoporia_sp,MH392546,SH1106903.09FU,reps,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Fuscoporia,Fuscoporia_sp,Fuscoporia_sp_SH1106903.09FU,wood_saprotroph,NA,wood,filamentous_mycelium,,,,
486,1007,Fusarium_mori,AF178420,SH1079268.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_mori,Fusarium_mori_SH1079268.09FU,plant_pathogen,litter_saprotroph,leaf/fruit/seed,roots,soil,animal_material,filamentous_mycelium,
487,1008,Fusarium_equiseti,OM189455,SH1079344.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_equiseti,Fusarium_equiseti_SH1079344.09FU,plant_pathogen,litter_saprotroph,leaf/fruit/seed,roots,soil,animal_material,filamentous_mycelium,
488,1009,Fungi_sp,UDB0256766,SH1191015.09FU,reps,Fungi,Fungi_phy_Incertae_sedis,Fungi_cls_Incertae_sedis,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp,Fungi_sp_SH1191015.09FU,NA,NA,NA,NA,,,,
489,1010,Fungi_sp,UDB02167087,SH1113314.09FU,reps,Fungi,Fungi_phy_Incertae_sedis,Fungi_cls_Incertae_sedis,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp,Fungi_sp_SH1113314.09FU,NA,NA,NA,NA,,,,
490,1012,Fungi_sp,UDB02121822,SH1290293.09FU,reps,Fungi,Fungi_phy_Incertae_sedis,Fungi_cls_Incertae_sedis,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp,Fungi_sp_SH1290293.09FU,NA,NA,NA,NA,,,,
491,1013,Fungi_sp,UDB02114441,SH1043583.09FU,reps,Fungi,Fungi_phy_Incertae_sedis,Fungi_cls_Incertae_sedis,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp,Fungi_sp_SH1043583.09FU,NA,NA,NA,NA,,,,
492,1014,Fungi_sp,MN059897,SH1074765.09FU,reps,Fungi,Fungi_phy_Incertae_sedis,Fungi_cls_Incertae_sedis,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp,Fungi_sp_SH1074765.09FU,NA,NA,NA,NA,,,,
493,1054,Chytridiomycota_sp,UDB02280146,SH1133266.09FU,reps,Fungi,Chytridiomycota,Chytridiomycota_cls_Incertae_sedis,Chytridiomycota_ord_Incertae_sedis,Chytridiomycota_fam_Incertae_sedis,Chytridiomycota_gen_Incertae_sedis,Chytridiomycota_sp,Chytridiomycota_sp_SH1133266.09FU,NA,NA,NA,NA,,,,
494,1058,Chaetosphaeria_sp,UDB01759845,SH0979742.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Chaetosphaeria,Chaetosphaeria_sp,Chaetosphaeria_sp_SH0979742.09FU,litter_saprotroph,wood_saprotroph,wood,leaf/fruit/seed,filamentous_mycelium,,,
495,1059,Chaetomium_grande,HM365253,SH0881646.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,Chaetomium_grande,Chaetomium_grande_SH0881646.09FU,litter_saprotroph,foliar_endophyte,wood,leaf/fruit/seed,soil,dung,filamentous_mycelium,
496,1077,Ceratobasidiaceae_sp,MG662854,SH1135059.09FU,reps,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Ceratobasidiaceae_gen_Incertae_sedis,Ceratobasidiaceae_sp,Ceratobasidiaceae_sp_SH1135059.09FU,NA,NA,NA,NA,,,,
497,1078,Basidiomycota_sp,UDB02169572,SH1278625.09FU,reps,Fungi,Basidiomycota,Basidiomycota_cls_Incertae_sedis,Basidiomycota_ord_Incertae_sedis,Basidiomycota_fam_Incertae_sedis,Basidiomycota_gen_Incertae_sedis,Basidiomycota_sp,Basidiomycota_sp_SH1278625.09FU,NA,NA,NA,NA,,,,
498,1079,Ascospirella_lutea,MN431414,SH0958894.09FU,refs,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Ascospirella,Ascospirella_lutea,Ascospirella_lutea_SH0958894.09FU,NA,NA,NA,NA,,,,
499,1083,Agaricales_sp,UDB0911808,SH1102436.09FU,reps,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricales_fam_Incertae_sedis,Agaricales_gen_Incertae_sedis,Agaricales_sp,Agaricales_sp_SH1102436.09FU,NA,NA,NA,NA,,,,
500,1084,Agaricales_sp,UDB0900288,SH1136567.09FU,reps,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricales_fam_Incertae_sedis,Agaricales_gen_Incertae_sedis,Agaricales_sp,Agaricales_sp_SH1136567.09FU,NA,NA,NA,NA,,,,
501,1086,Phomatospora_biseriata,KX549453,SH0949522.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Phomatosporales,Phomatosporaceae,Phomatospora,Phomatospora_biseriata,Phomatospora_biseriata_SH0949522.09FU,wood_saprotroph,litter_saprotroph,wood,leaf/fruit/seed,filamentous_mycelium,,,
502,1087,Marasmius_sp,UDB03233012,SH1132911.09FU,reps,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Marasmius,Marasmius_sp,Marasmius_sp_SH1132911.09FU,litter_saprotroph,plant_pathogen,leaf/fruit/seed,filamentous_mycelium,,,,
503,1090,Filobasidium_magnum,AF190008,SH1389554.09FU,refs,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium_magnum,Filobasidium_magnum_SH1389554.09FU,unspecified_saprotroph,NA,NA,dimorphic_yeast,,,,
504,1091,Ascomycota_sp,UDB01350925,SH1040478.09FU,reps,Fungi,Ascomycota,Ascomycota_cls_Incertae_sedis,Ascomycota_ord_Incertae_sedis,Ascomycota_fam_Incertae_sedis,Ascomycota_gen_Incertae_sedis,Ascomycota_sp,Ascomycota_sp_SH1040478.09FU,NA,NA,NA,NA,,,,
505,1092,Rhizophlyctidales_sp,UDB06391617,SH1265128.09FU,reps,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidales_fam_Incertae_sedis,Rhizophlyctidales_gen_Incertae_sedis,Rhizophlyctidales_sp,Rhizophlyctidales_sp_SH1265128.09FU,NA,NA,NA,NA,,,,
506,1094,Glomeromycota_sp,UDB03126038,SH1020427.09FU,reps,Fungi,Glomeromycota,Glomeromycota_cls_Incertae_sedis,Glomeromycota_ord_Incertae_sedis,Glomeromycota_fam_Incertae_sedis,Glomeromycota_gen_Incertae_sedis,Glomeromycota_sp,Glomeromycota_sp_SH1020427.09FU,arbuscular_mycorrhizal,NA,NA,NA,,,,
507,1095,Microdominikia_sp,UDB04188776,SH0993463.09FU,reps,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Microdominikia,Microdominikia_sp,Microdominikia_sp_SH0993463.09FU,arbuscular_mycorrhizal,root-associated,NA,filamentous_mycelium,,,,
508,1096,Goffeauzyma_gastrica,AF145323,SH0903460.09FU,refs,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Goffeauzyma,Goffeauzyma_gastrica,Goffeauzyma_gastrica_SH0903460.09FU,soil_saprotroph,litter_saprotroph,leaf/fruit/seed,soil,yeast,,,
509,1097,Tricellula_sp,EU725673,SH0961007.09FU,reps,Fungi,Ascomycota,Pezizomycotina_cls_Incertae_sedis,Pezizomycotina_ord_Incertae_sedis,Pezizomycotina_fam_Incertae_sedis,Tricellula,Tricellula_sp,Tricellula_sp_SH0961007.09FU,litter_saprotroph,NA,leaf/fruit/seed,filamentous_mycelium,,,,
510,1098,Pleosporales_sp,UDB05029361,SH1034430.09FU,reps,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporales_fam_Incertae_sedis,Pleosporales_gen_Incertae_sedis,Pleosporales_sp,Pleosporales_sp_SH1034430.09FU,NA,NA,NA,NA,,,,
511,1099,Rhizophlyctidaceae_sp,UDB06382306,SH1114442.09FU,reps,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidaceae,Rhizophlyctidaceae_gen_Incertae_sedis,Rhizophlyctidaceae_sp,Rhizophlyctidaceae_sp_SH1114442.09FU,NA,NA,NA,NA,,,,
512,1101,Keissleriella_poagena,KJ869112,SH0906615.09FU,refs,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,Keissleriella,Keissleriella_poagena,Keissleriella_poagena_SH0906615.09FU,wood_saprotroph,NA,wood,filamentous_mycelium,,,,
513,1104,Spizellomycetales_sp,UDB07392360,SH1201940.09FU,reps,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetales_fam_Incertae_sedis,Spizellomycetales_gen_Incertae_sedis,Spizellomycetales_sp,Spizellomycetales_sp_SH1201940.09FU,NA,NA,NA,NA,,,,
514,1105,Rhizophlyctis_rosea,UDB06416479,SH1067597.09FU,reps,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidaceae,Rhizophlyctis,Rhizophlyctis_rosea,Rhizophlyctis_rosea_SH1067597.09FU,litter_saprotroph,algal_parasite,leaf/fruit/seed,algal_material,zoosporic-rhizomycelial_(chytrid-like),,,
515,1106,Rhizophagus_irregularis,OL449411,SH0984995.09FU,reps,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,Rhizophagus_irregularis,Rhizophagus_irregularis_SH0984995.09FU,arbuscular_mycorrhizal,root-associated,NA,filamentous_mycelium,,,,
516,1107,Pseudothielavia_arxii,MK926830,SH0881440.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Pseudothielavia,Pseudothielavia_arxii,Pseudothielavia_arxii_SH0881440.09FU,NA,NA,NA,NA,,,,
517,1108,Pervetustus_sp,UDB04286386,SH1304284.09FU,reps,Fungi,Glomeromycota,Paraglomeromycetes,Paraglomerales,Pervetustaceae,Pervetustus,Pervetustus_sp,Pervetustus_sp_SH1304284.09FU,arbuscular_mycorrhizal,root-associated,NA,filamentous_mycelium,,,,
518,1109,Periconia_verrucosa,MT310617,SH0949757.09FU,refs,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Periconiaceae,Periconia,Periconia_verrucosa,Periconia_verrucosa_SH0949757.09FU,plant_pathogen,foliar_endophyte,leaf/fruit/seed,filamentous_mycelium,,,,
519,1110,Fusarium_solani,KT899442,SH0937615.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_solani,Fusarium_solani_SH0937615.09FU,plant_pathogen,litter_saprotroph,leaf/fruit/seed,roots,soil,animal_material,filamentous_mycelium,
520,1116,Vishniacozyma_dimennae,AY188365,SH0999930.09FU,reps,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,Vishniacozyma_dimennae,Vishniacozyma_dimennae_SH0999930.09FU,soil_saprotroph,NA,soil,yeast,,,,
521,1121,Spizellomycetales_sp,UDB07391699,SH1171274.09FU,reps,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetales_fam_Incertae_sedis,Spizellomycetales_gen_Incertae_sedis,Spizellomycetales_sp,Spizellomycetales_sp_SH1171274.09FU,NA,NA,NA,NA,,,,
522,1122,Spizellomycetales_sp,UDB07390233,SH1100625.09FU,reps,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetales_fam_Incertae_sedis,Spizellomycetales_gen_Incertae_sedis,Spizellomycetales_sp,Spizellomycetales_sp_SH1100625.09FU,NA,NA,NA,NA,,,,
523,1124,Schizothecium_sp,UDB06571886,SH0965370.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Schizothecium,Schizothecium_sp,Schizothecium_sp_SH0965370.09FU,dung_saprotroph,NA,dung,filamentous_mycelium,,,,
524,1126,Pleosporales_sp,UDB06701599,SH0906700.09FU,reps,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporales_fam_Incertae_sedis,Pleosporales_gen_Incertae_sedis,Pleosporales_sp,Pleosporales_sp_SH0906700.09FU,NA,NA,NA,NA,,,,
525,1127,Piniphoma_wesendahlina,MK442615,SH0972179.09FU,refs,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Piniphoma,Piniphoma_wesendahlina,Piniphoma_wesendahlina_SH0972179.09FU,wood_saprotroph,NA,wood,filamentous_mycelium,,,,
526,1129,Microascales_sp,UDB044608,SH0936428.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Microascales,Microascales_fam_Incertae_sedis,Microascales_gen_Incertae_sedis,Microascales_sp,Microascales_sp_SH0936428.09FU,NA,NA,NA,NA,,,,
527,1131,Karstenia_sp,UDB02266537,SH0964306.09FU,reps,Fungi,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismatales_fam_Incertae_sedis,Karstenia,Karstenia_sp,Karstenia_sp_SH0964306.09FU,unspecified_saprotroph,NA,NA,filamentous_mycelium,,,,
528,1132,Hymenoscyphus_sp,UDB03548691,SH0988485.09FU,reps,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Hymenoscyphus,Hymenoscyphus_sp,Hymenoscyphus_sp_SH0988485.09FU,litter_saprotroph,plant_pathogen,leaf/fruit/seed,filamentous_mycelium,,,,
529,1133,Glomeraceae_sp,UDB0361677,SH1027977.09FU,reps,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomeraceae_gen_Incertae_sedis,Glomeraceae_sp,Glomeraceae_sp_SH1027977.09FU,arbuscular_mycorrhizal,NA,NA,NA,,,,
530,1139,Epicoccum_italicum,KY742099,SH2739910.09FU,refs,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Epicoccum,Epicoccum_italicum,Epicoccum_italicum_SH2739910.09FU,plant_pathogen,litter_saprotroph,leaf/fruit/seed,filamentous_mycelium,,,,
